Nome do filme,Diretor,Avaliação,Número de votos,Sinopse,Gênero,Ano de lançamento,Língua,Link para a capa,Trailer,Duração
Bonnie e Clyde: Uma Rajada de Balas,Arthur Penn,7.486,1666,"Durante a Grande Depressão, Bonnie Parker conhece Clyde Barrow, um ex-presidiário que foi solto por bom comportamento, quando este tenta roubar o carro de sua mãe. Atraída pelo rapaz, ela o acompanha. Ambos iniciam uma carreira de crimes, assaltando bancos e roubando automóveis.",Crime,1967,en,https://image.tmdb.org/t/p/w500/tfwqGUFxz7j0DmOJpHg3Y9u5qER.jpg,,152
A Primeira Noite de um Homem,Mike Nichols,7.637,3436,"Após se formar na faculdade, Benjamin Braddock (Dustin Hoffman) retorna para casa. Indeciso quanto ao seu futuro, ele acaba sendo seduzido pela senhora Robinson (Anne Bancroft) uma amiga de meia-idade de seus pais. Mas na verdade ele está interessado na filha dela, a bela Elaine Robinson (Katharine Ross).",Drama,1967,en,https://image.tmdb.org/t/p/w500/fshlyfhsT2VwjqaReQ3gsbWMOfJ.jpg,,106
Com 007 Só Se Vive Duas Vezes,Lewis Gilbert,6.583,2256,"Durante uma missão de rotina no espaço, uma nave americana desaparece misteriosamente da sua órbita. Os americanos suspeitam dos soviéticos e pensam em uma retaliação. No entanto, os ingleses se mantêm mais cautelosos, após existirem possibilidades da nave ter pousado perto do Mar do Japão. Assim, James Bond (Sean Connery) vai investigar o caso, mas quando os soviéticos perdem uma espaçonave nas mesmas circunstâncias, Bond tem poucos dias para resolver esta missão e evitar a Terceira Guerra Mundial.",Ação,1967,en,https://image.tmdb.org/t/p/w500/oUXRXL8z6Ia4RtBTnrN11WppxRa.jpg,,117
Os Doze Condenados,Robert Aldrich,7.592,1238,"Durante a Segunda Guerra Mundial, um comandante do exército norte-americano tem a missão de treinar e liderar um grupo de doze condenados pela corte marcial em uma missão que envolve a morte de oficiais alemães. Se eles sobreviverem à missão suicida, terão suas penas relaxadas.",Ação,1967,en,https://image.tmdb.org/t/p/w500/rm50xF7qXONelcXmfv7YfeBcJlp.jpg,,150
No Calor da Noite,Norman Jewison,7.646,1130,"Quando um rico empresário que planejava construir uma fábrica na cidade de Sparta, no estado do Mississipi, é encontrado assassinado em uma rua escura, o chefe de polícia Bill Gillespie pede a seus homens que procurem nas cercanias. O guarda Sam encontra o negro Virgil Tibbs na estação, esperando o trem das três da manhã para Memphis e suspeita dele. Ao revistá-lo e ver a carteira de Tibbs com muito dinheiro, Sam resolve levá-lo para a delegacia.",Crime,1967,en,https://image.tmdb.org/t/p/w500/qZrCdWY0TfZ6IrMqZ7Ac8j8KqPF.jpg,,109
Rebeldia Indomável,Stuart Rosenberg,7.725,1473,"Quando o criminoso Luke Jackson é condenado a dois anos em uma fazenda-prisão na Flórida, ele não segue as regras nem do sádico diretor nem do pesadão residente do pátio, Dragline, que acaba admirando a vontade inquebrantável do novato. A bravata de Luke, mesmo diante de repetidas passagens pela temida cela de confinamento solitário da prisão, “a caixa”, faz dele um herói rebelde para seus colegas condenados e um espinho para os oficiais da prisão.",Drama,1967,en,https://image.tmdb.org/t/p/w500/erPwY8mjlzSV2u9wIoRfzwg5C9J.jpg,,126
O Samurai,Jean-Pierre Melville,7.76,1143,"O matador Jeff Costello é um perfeccionista: ele sempre planeja com extremo cuidado todos os seus assassinatos para nunca ser pego. Uma noite, porém, ele finalmente é surpreendido por uma testemunha, e aos poucos, a partir daí, ele vai sendo cada vez mais pressionado. (e 14 - Estimado 14 Anos)",Crime,1967,fr,https://image.tmdb.org/t/p/w500/k2ORRSkOWzv0ALY9cz9fMAqwY1p.jpg,,105
Era uma Vez no Oeste,Sergio Leone,8.282,4524,"Enquanto os construtores ferroviários marcham imparavelmente através do deserto de Arizona a caminho do mar, Jill chega à pequena cidade de Flagstone com a intenção de começar uma nova vida.",Drama,1968,it,https://image.tmdb.org/t/p/w500/zaCMbBMT9v3lGBXT4RAOkWqpb4h.jpg,,166
2001: Uma Odisseia no Espaço,Stanley Kubrick,8.064,11826,"Desde a “Aurora do Homem” (a pré-história), um misterioso monólito negro parece emitir sinais de outra civilização, assim interferindo no nosso planeta. Quatro milhões de anos depois, no século XXI, uma equipe de astronautas liderados pelo experiente David Bowman e Frank Poole é enviada ao planeta Júpiter para investigar o enigmático monólito na nave Discovery, totalmente controlada pelo computador HAL-9000. Entretanto, no meio da viagem, HAL-9000 entra em pane e tenta assumir o controle da nave, eliminando um a um os tripulantes.",Ficção científica,1968,en,https://image.tmdb.org/t/p/w500/pVCmLuATJ0lQs4Vx1zUJUN0if2A.jpg,https://www.youtube.com/watch?v=7E9CD3Hucws,148
O Planeta dos Macacos,Franklin J. Schaffner,7.645,3663,"George Taylor, um astronauta americano, viaja por séculos em estado de hibernação. Ao acordar, ele e seus companheiros se vêem em um planeta dominado por macacos, no qual os humanos são tratados como escravos e nem mesmo tem o dom da fala.",Ficção científica,1968,en,https://image.tmdb.org/t/p/w500/AfFZBNsQDRGpKoXczB9NSZ0VUl1.jpg,,108
O Bebê de Rosemary,Roman Polanski,7.8,4044,Um jovem casal se muda para um apartamento em Nova York para começar uma família. As coisas ficam assustadoras quando Rosemary começa a suspeitar que seu futuro bebê não está seguro ao lado dos seus estranhos vizinhos.,Drama,1968,en,https://image.tmdb.org/t/p/w500/4p8ljwqw0SJjKszU0ZSPTjYFbeR.jpg,https://www.youtube.com/watch?v=2uU8XVnrRxQ,138
A Noite dos Mortos-Vivos,George A. Romero,7.614,2527,"Um grupo diversificado se refugia em uma casa abandonada quando corpos começam a sair do cemitério em busca de corpos humanos frescos para devorar. O pragmático Ben faz o que pode para controlar a situação, mas quando os zumbis assassinos cercam a casa, os outros sobreviventes entram em pânico.",Terror,1968,en,https://image.tmdb.org/t/p/w500/WPnjLV9hKP0TVZ8YJ0qWVWhUHF.jpg,,96
Bullitt,Peter Yates,7.147,1187,"Um policial linha-dura e dois de seus colegas são designados para protegerem uma testemunha antes de um julgamento. A proteção é ineficaz, e a testemunha é assassinada. Os policiais partem, então, atrás dos culpados.",Ação,1968,en,https://image.tmdb.org/t/p/w500/2ffzF1WmeXtH420fSUoCrecFvDA.jpg,,104
007 A Serviço Secreto de Sua Majestade,Peter R. Hunt,6.577,1951,"Em uma praia, James Bond (George Lazenby) evita que uma jovem mulher cometa suicídio. O pai dela é o chefe de uma poderosa organização criminosa e, impressionado com Bond, quer que ele proteja sua filha se casando com ela. Em troca, ele oferece ao famoso agente informações que o façam chegar até Ernst Blofeld (Telly Savallas), o principal inimigo do agente. Inicialmente, James Bond concorda com o acordo, visando apenas poder matar Blofeld, mas com o tempo ele realmente fica apaixonado pela sua futura esposa. Porém, James Bond logo descobre que Blofeld planeja destruir a humanidade com um vírus altamente mortal a menos que receba perdão por todos os seus crimes. Desta maneira, a Rainha da Inglaterra pede que o agente secreto mais famoso do mundo intervenha no caso, mas a situação se complica e toma um rumo inesperado.",Aventura,1969,en,https://image.tmdb.org/t/p/w500/vPkS9X0qaPDaHSke0Ji4UJRk9Ye.jpg,,142
Butch Cassidy,George Roy Hill,7.603,2269,"Dois amigos inseparáveis, Butch Cassidy e Sundance Kid, lideram o Bando do Buraco na Parede e vivem de assaltar trens e bancos. Quando são caçados por todo o país resolvem ir para a Bolívia e juntamente com Etta, a namorada de Sundance, rumam para a América do Sul. Mas esta decisão não lhes proporcionará grandes assaltos ou uma vida mais tranqüila.",Faroeste,1969,en,https://image.tmdb.org/t/p/w500/s36qmgkFYtlb634moF05KgrybHm.jpg,,111
Sem Destino,Dennis Hopper,7.065,2014,"Após vender uma quantidade razoável de cocaína, os integrantes da contracultura hippie Wyatt e Billy compram duas motos e partem numa viagem de Los Angeles até Nova Orleans, para ver um festival conhecido como Mardi Gras. Enquanto atravessam o país, os dois encarnam o espírito libertário dos anos 1960, mas se deparam com uma sociedade preconceituosa em seu caminho.",Aventura,1969,en,https://image.tmdb.org/t/p/w500/1BiyKm5OYFYd9fTP6Llj8GLE90S.jpg,,96
Perdidos na Noite,John Schlesinger,7.526,1467,"Joe Buck é um simplório jovem texano que decide abandonar seu passado conturbado e se muda para Nova Iorque, onde tentará ganhar a vida como garoto de programa para mulheres ricas. Mas sua excessiva ingenuidade o impedirá de ganhar dinheiro se prostituindo. Em uma de suas caminhadas, encontra Rizzo, um aleijado que sobrevive de pequenos golpes e furtos e com quem terá um laço de amizade. Filme baseado no romance homônimo de James Leo Herlihy, lançado em 1965.",Drama,1969,en,https://image.tmdb.org/t/p/w500/95F9mJEXJNcsrlVNKQ9BwN7cXpj.jpg,,113
Meu Ódio Será Sua Herança,Sam Peckinpah,7.593,1230,"Perigosos fora-da-lei decidem se aposentar, mas são tentados por um trem carregado de armas com valiosa remessa. Eles já foram os mais perigosos ""fora da lei"" da fronteira, seguindo seus próprios códigos de honra e lealdade. Realizaram diversos assaltos pelas planícies do oeste, sempre colocando suas cabeças a prêmio. Mas os tempos mudaram. O lucro estava cada vez menor e o risco cada vez maior. Era hora de parar, mas a ganância falou mais alto. Dez mil dólares para roubar o carregamento de armas de um trem para um poderoso bandoleiro mexicano. Nada poderia detê-los, a não ser a morte.",Faroeste,1969,en,https://image.tmdb.org/t/p/w500/ibkP7TzPFZ3s8YlJAjzQEonDOEb.jpg,,134
Aristogatas,Wolfgang Reitherman,7.286,5122,"Uma milionária excêntrica pretende deixar toda sua fortuna para sua gata e os três filhotes. Porém, o mordomo dela os abandona no interior da França para se tornar o beneficiário de toda a herança. Contando com a ajuda de um esperto gato das ruas e de seus amigos, os herdeiros tentam voltar para seu lar e confrontar o maldoso mordomo.",Animação,1970,en,https://image.tmdb.org/t/p/w500/iqp5afP5Wc18iu16FXxBrsh9dnd.jpg,,78
De Volta ao Planeta dos Macacos,Ted Post,6.144,1371,"Tentando resgatar Taylor, que desapareceu na missão anterior, Brent  um outro astronauta, atravessa uma fenda do tempo e chega até 3955 D.C. Porém sua nave se espatifa no mesmo planeta em que Taylor desapareceu. Ao ir para a Zona Proibida, Brent gradativamente vê que aquilo são os escombros de Nova York. Paralelamente os símios resolvem atacar a Zona Proibida, que Brent ao explorar descobre uma raça de mutantes, que se comunicam telepaticamente e que adoram uma bomba atômica, que é capaz de destruir a Terra inteira.",Aventura,1970,en,https://image.tmdb.org/t/p/w500/hF8pbEph4cRTte6wprju5Vea1m1.jpg,,94
"Patton, Rebelde ou Herói?",Franklin J. Schaffner,7.487,1123,"Norte da África, 1943. Patton (George C. Scott) assume o comando e injeta disciplina nos seus subordinados. Na Segunda Guerra, preocupado com a batalha contra o Marechal Rommel (Karl Michael Vogler), Patton procura entendê-lo lendo o livro do próprio Rommel. Promovido, é enviado para a Itália, mas coloca o futuro de sua carreira em risco ao esbofetear um recruta que estava tendo um colapso nervoso. Este incidente o faz perder o comando do seu exército e, por extensão, ser excluído da invasão do ""Dia D"", além de ser forçado a pedir desculpas públicas pelo ocorrido.",Guerra,1970,en,https://image.tmdb.org/t/p/w500/wxDAG0bWf7ytbE1tmR5iN8v2Zdf.jpg,,172
MASH,Robert Altman,6.96,1066,"Durante a Guerra da Coreia, dois competentes jovens cirurgiões, Duke e Hawkeye transformam a rotina de horror e sangue em algo divertido e irônico, através de seu modo descontraído de viver a vida - claramente para evitar os choques e traumas causados pelo que eles passam diariamente, salvando seus companheiros da morte.",Comédia,1970,en,https://image.tmdb.org/t/p/w500/sGT8KMnARjnv3ODPF1QfdBtnPGr.jpg,,112
Trinity é o Meu Nome,Enzo Barboni,7.549,1353,"Trinity (Terence Hill) é um andarilho e pistoleiro que acaba chegando à cidade na qual Bambino (Bud Spencer), seu irmão e ladrão, está disfarçado atuando como xerife local. Eles tentam passar despercebidos, mas tudo dá errado quando eles acabam se envolvendo em um conflito de terras entre um grupo de mórmons e um grande barão local, que deseja se apropriar dos territórios dos colonos.",Ação,1970,it,https://image.tmdb.org/t/p/w500/e3yxh1bd7Z8wikMTJJ4jJevqtr.jpg,,115
Perseguidor Implacável,Don Siegel,7.444,2534,"O policial Harry Callahan tenta rastrear um assassino psicopata num terraço antes que uma garota sequestrada morra. Quando o encontra, Harry abusa do direito civil do assassino, o que o coloca de volta nas ruas. Um ônibus escolar é sequestrado e Harry sai à busca do assassino novamente e a única maneira de pará-lo é a sangue frio.",Ação,1971,en,https://image.tmdb.org/t/p/w500/uIklSP4Yu0ij7TpXyaYWTbmTqsI.jpg,,102
Laranja Mecânica,Stanley Kubrick,8.2,13172,"Em uma Inglaterra do futuro, um membro de uma gangue de delinquentes tenta desligar-se, mas é espancado pelos demais e deixado ao abandono para ser apanhado pela polícia. Na prisão, ele é submetido a um tratamento experimental para recuperar criminosos, expondo-os às mazelas que eles mesmos infligiam à sociedade.",Ficção científica,1971,en,https://image.tmdb.org/t/p/w500/e8jIwfP8jr81UTFbh2qJVjBhIUL.jpg,,136
A Fantástica Fábrica de Chocolate,Mel Stuart,7.48,3705,"Um garoto pobre ganha o direito de visitar a fábrica de chocolates do excêntrico Willy Wonka. Acompanhado por seu avô e quatro crianças mimadas, ele vive aventuras inesquecíveis e aprende uma importante lição.",Família,1971,en,https://image.tmdb.org/t/p/w500/noanwChjqswpEz5FTaqdbztfSsB.jpg,,99
007 Os Diamantes São Eternos,Guy Hamilton,6.4,2160,"Quando o governo britânico suspeita da existência de uma rede mundial de contrabando de diamantes, 007 (Sean Connery) é chamado para investigar. Ele logo descobre a extensão do problema e viaja para a América, onde o milionário proprietário de um cassino é suspeito de estar por trás de tudo. Só que ele é ninguém menos que Ernst Stavro Blofeld (Charles Gray), o arquiinimigo de James Bond, que sabe exatamente o que tem de fazer, principalmente quando as mais poderosas potências nucleares do planeta estão envolvidas.",Ação,1971,en,https://image.tmdb.org/t/p/w500/n0UhYapEWDcrgDgKvRKHZMyv4z6.jpg,,120
Fuga do Planeta dos Macacos,Don Taylor,6.374,1130,"Dois cientistas símios, Cornelius (Roddy McDowall) e Zira (Kim Hunter) - na verdade havia mais um, Milo (Sal Mineo), que morreu acidentalmente - retornam no tempo e chegam no século XX, em Los Angeles. Quando eles revelam sua habilidade para falar primeiramente são tratados como curiosidade, mas depois como uma grande ameaça, quando o governo crê na história que a Terra será dominada por chimpanzés e assim tenta evitar o nascimento do bebê de Zira.",Ação,1971,en,https://image.tmdb.org/t/p/w500/6bpU9xnDoE0idfR6MT5sJznXq9p.jpg,,97
Encurralado,Steven Spielberg,7.421,1927,"O empresário viajante David Mann irrita o motorista de um caminhão-tanque enferrujado enquanto atravessa o deserto da Califórnia. Uma simples viagem torna-se mortal, enquanto Mann luta para permanecer na estrada enquanto o petroleiro brinca de gato e rato com sua vida.",Ação,1971,en,https://image.tmdb.org/t/p/w500/myq20Y1WCl1lZWnzT0yhHlmAhfl.jpg,,89
Operação França,William Friedkin,7.5,1950,"Jimmy Doyle e Buddy Russo são dois policiais de Nova York que estão no encalço de uma quadrilha de tráfico de drogas. O primeiro, que confia no olfato, suspeita que uma confeitaria do Brooklyn esteja envolvida e convence seu chefe a grampear a linha telefônica. Logo depois, Doyle e seus homens seguem o dono da confeitaria, que os leva até Nicoly e Charnier, dois franceses que acabaram de chegar aos Estados Unidos.",Ação,1971,en,https://image.tmdb.org/t/p/w500/1fpcpWAzTYsuXEeEHEc1ZQedRLt.jpg,,104
Ensina-me a Viver,Hal Ashby,7.6,1120,"O relacionamento entre um rapaz de 20 anos com obsessão pela morte, que passa seu tempo indo a funerais ou simulando suicídios, e uma senhora de 79 anos encantada com a vida. Eles passam muito tempo juntos e, durante esta convivência, ela expõe a beleza da vida.",Comédia,1971,en,https://image.tmdb.org/t/p/w500/hOqcJ82tPemMZSitQ9ZO4XJIU3H.jpg,,91
Quando Explode a Vingança,Sergio Leone,7.7,1098,"No início da Revolução Mexicana em 1913, o bandido mexicano Juan Miranda e o idealista irlandês John H. Mallory, especialista em explosivos, se encontram com um grupo de revolucionários que estão planejando roubar um banco nacional. Quando se descobre que o governo vem usando o banco como esconderijo para presos políticos ilegalmente detidos, que são liberados pela explosão. Miranda se torna um herói revolucionário contra a sua vontade.",Faroeste,1971,it,https://image.tmdb.org/t/p/w500/n9j27jiV3SMowO6QfvuwCcWOQuS.jpg,,157
Se Minha Cama Voasse,Robert Stevenson,7.025,977,"Uma aprendiz de feiticeira chamada Englantine Price, acaba tendo de cuidar de três crianças sapecas. Logo, elas se vêem a bordo de uma cama voadora, com maçanetas mágicas que abrem as portas para uma aventura fantástica atrás da outra. O quarteto finalmente une forças com um divertido professo, para procurar um antigo amuleto que poderia salvar o país de terríveis invasores.",Aventura,1971,en,https://image.tmdb.org/t/p/w500/AtfzAzkMyB6DM6dE0iH0xagCJf0.jpg,,117
THX 1138,George Lucas,6.429,978,"No século XXI, numa época em que as pessoas têm designações em vez de nomes, um homem, THX 1138, e uma mulher, LUH 3417, se rebelam contra sua sociedade rigidamente controlada.",Ficção científica,1971,en,https://image.tmdb.org/t/p/w500/yt51X3fKoJujLHNJVCJ2WrjD7tE.jpg,,89
Sob o Domínio do Medo,Sam Peckinpah,7.156,973,"David Sumner (Dustin Hoffman) é um acadêmico americano muito calmo. Ele se casa com a inglesa Amy (Susan George) e, buscando fugir do estilo de vida da cidade grande, os dois se mudam para a zona rural da Cornualha, onde Amy cresceu. Ali, David não é bem acolhido pela população, sobretudo pelos homens. As provocações se tornam cada vez mais agressivas e um evento brutal poderá despertar o lado espantosamente violento de David.",Drama,1971,en,https://image.tmdb.org/t/p/w500/bozlKsBX8mvNiBUEtJRsNLFSaLi.jpg,,118
O Poderoso Chefão,Francis Ford Coppola,8.686,21446,"Em 1945, Don Corleone é o chefe de uma mafiosa família italiana de Nova York. Ele costuma apadrinhar várias pessoas, realizando importantes favores para elas, em troca de favores futuros. Com a chegada das drogas, as famílias começam uma disputa pelo promissor mercado. Quando Corleone se recusa a facilitar a entrada dos narcóticos na cidade, não oferecendo ajuda política e policial, sua família começa a sofrer atentados para que mudem de posição. É nessa complicada época que Michael, um herói de guerra nunca envolvido nos negócios da família, vê a necessidade de proteger o seu pai e tudo o que ele construiu ao longo dos anos.",Drama,1972,en,https://image.tmdb.org/t/p/w500/uP46DujkD3nwcisOjz9a0Xw0Knj.jpg,https://www.youtube.com/watch?v=0v6MO0EB7UY,175
A Fúria do Dragão,Lo Wei,7.255,985,"Quando Chen Zhen descobre que seu venerado mestre foi morto em circunstâncias misteriosas, decide viajar para Xangai para participar do funeral. Em seguida, ele começa a investigar as causas da morte e se depara com uma intriga envolvendo escolas de artes marciais. Exposta a conspiração, Chen precisa lutar violentamente para vingar-se dos assassinos.",Drama,1972,zh,https://image.tmdb.org/t/p/w500/5FDpiMP6ETXiFRVVN7vE4YqLF9I.jpg,,107
O Voo do Dragão,Bruce Lee,7.375,1173,"Tang Lung viaja até a Itália para proteger sua amiga e dona de restaurante Cheng Ching Hua, que está sofrendo a extorsão de uma quadrilha para vender o local. Quando o chefe do bando vê o jovem lutador vencer todos os seus capangas, manda vir dos EUA um respeitado campeão mundial de karatê, Colt, para uma violenta luta final em pleno Coliseu.",Ação,1972,cn,https://image.tmdb.org/t/p/w500/ntoWVqH3ZRa5XW2U1PpmjaLBb76.jpg,,99
Solaris,Andrei Tarkovsky,7.794,1663,"Solaris é um planeta distante, que vem sendo constantemente estudado há décadas, e cujo mistério sobre seu oceano ainda não foi esclarecido, nem seus efeitos. Por falta de interesse e resultados, a solarística está morrendo; aliado a isto, os membros na estação espacial que orbita o planeta estão sendo afetados pelo oceano. Por conta disto, o psicólogo Kelvin - conhecido de um dos doutores da solarística e amigo de um dos tripulantes - é mandado para a estação para averiguar a situação. Lá, ele percebe aos poucos que Solaris é, mais que um planeta, um espelho da alma.",Drama,1972,ru,https://image.tmdb.org/t/p/w500/xabQ3ljbRpUYbYxJiRfq7WT15p.jpg,,165
