Nome do filme,Diretor,Ano de lançamento,Língua,Sinopse,Link para a capa,Trailer
Invocação do Mal 2,James Wan,2016,en,"Lorraine e Ed Warren ajudam uma mãe solteira a criar seus quatro filhos numa casa assombrada por espíritos malignos. Conhecido como a Amityville da Inglaterra, o Poltergeist de Enfield foi o caso mais documentado na história da paranormalidade. Descubra a verdade por trás do evento que chocou o mund",https://image.tmdb.org/t/p/w500/o94LZsIKt0priAca7hoN4yz7a1d.jpg,https://www.youtube.com/watch?v=l3LQgORbhu4
Bohemian Rhapsody,Bryan Singer,2018,en,"Freddie Mercury e seus companheiros Brian May, Roger Taylor e John Deacon mudam o mundo da música para sempre ao formar a banda Queen, durante a década de 1970. Porém, quando o estilo de vida extravagante de Mercury começa a sair do controle, a banda tem que enfrentar o desafio de conciliar a fama e",https://image.tmdb.org/t/p/w500/qxgdqcxI216kEoypGbA9BemB7mW.jpg,https://www.youtube.com/watch?v=bGXKKgVMjpI
Rogue One: Uma História Star Wars,Gareth Edwards,2016,en,"Ainda criança, Jyn Erso foi afastada de seu pai, devido à exigência do diretor Krennic de que ele trabalhasse na construção da arma mais poderosa do Império, a Estrela da Morte. Criada por Saw Gerrera, ela teve que aprender a sobreviver por conta própria ao completar 16 anos. Já adulta, Jyn é resgat",https://image.tmdb.org/t/p/w500/74C2YX0NLWnozVMRS56d5CKDdEv.jpg,https://www.youtube.com/watch?v=9oISQcXuki0
Vingadores: Ultimato,Anthony Russo,2019,en,"Após os eventos devastadores de ""Vingadores: Guerra Infinita"", o universo está em ruínas devido aos esforços do Titã Louco, Thanos. Com a ajuda de aliados remanescentes, os Vingadores devem se reunir mais uma vez a fim de desfazer as ações de Thanos e restaurar a ordem no universo de uma vez por tod",https://image.tmdb.org/t/p/w500/7jvlqGsxeMKscskuUZgKk0Kuv99.jpg,https://www.youtube.com/watch?v=PgrmbRID0eY
A Chegada,Denis Villeneuve,2016,en,"Quando seres interplanetários deixam marcas na Terra, a Dra. Louise Banks, uma linguista especialista no assunto, é procurada por militares para traduzir os sinais e desvendar se os alienígenas representam uma ameaça. No entanto, a resposta para todas as perguntas e mistérios coloca em risco  a vida",https://image.tmdb.org/t/p/w500/dc3mXcrPJLRsbcdnlKqYJx718RZ.jpg,https://www.youtube.com/watch?v=isWwUJf4KEA
Os Suspeitos,Denis Villeneuve,2013,en,"Depois que sua filha de seis anos e uma amiga dela são sequestradas, Keller Dove, um carpinteiro de Boston, enfrenta o departamento de polícia e o jovem detetive encarregado do caso para fazer justiça com as próprias mãos.",https://image.tmdb.org/t/p/w500/30YtzPOimO7eG30r8K8rUkqTGNj.jpg,https://www.youtube.com/watch?v=1GwPisQUuL4
Power Rangers,Dean Israelite,2017,en,"A jornada de cinco adolescentes que devem buscar algo extraordinário quando eles tomam consciência que a sua pequena cidade Angel Grove - e o mundo - estão à beira de sofrer um ataque alienígena. Escolhidos pelo destino, eles irão descobrir que são os únicos que poderão salvar o planeta. Mas para is",https://image.tmdb.org/t/p/w500/69Eheo6f01q9T5Af1498oIRPcEC.jpg,https://www.youtube.com/watch?v=JoTJ3TBEc7c
O Lobo de Wall Street,Martin Scorsese,2013,en,"Durante seis meses, Jordan Belfort trabalhou duro em uma corretora de Wall Street, seguindo os ensinamentos de seu mentor Mark Hanna. Quando finalmente consegue ser contratado como corretor da firma, acontece o Black Monday, que faz com que as bolsas de vários países caiam repentinamente. Sem empreg",https://image.tmdb.org/t/p/w500/esJTXTdj4JZDyP5LUI1Fq3kyNda.jpg,https://www.youtube.com/watch?v=PoSCUsNQVtw
A Criada,Park Chan-wook,2016,ko,"Coreia do Sul, anos 1930. Durante a ocupação japonesa, a jovem Sookee é contratada para trabalhar para uma herdeira nipônica, Hideko, que leva uma vida isolada ao lado do tio autoritário. Só que Sookee guarda um segredo: ela e um vigarista planejam desposar a herdeira, roubar sua fortuna e trancafiá",https://image.tmdb.org/t/p/w500/q6ngYthHXCvA2ZubO4FHTFNRrmc.jpg,https://www.youtube.com/watch?v=XhpSSz1Xtzk
La La Land: Cantando Estações,Damien Chazelle,2016,en,"O pianista Sebastian conhece a atriz Mia, e os dois se apaixonam perdidamente. Em busca de oportunidades para suas carreiras na competitiva Los Angeles, os jovens tentam fazer o relacionamento amoroso dar certo, enquanto perseguem fama e sucesso.",https://image.tmdb.org/t/p/w500/yArr9VMatOTEMRZ0H1s8pNHQW78.jpg,https://www.youtube.com/watch?v=UD-Cb2yeAPA
Animais Fantásticos: Os Crimes de Grindelwald,David Yates,2018,en,"Depois que o poderoso bruxo das trevas Gellert Grindelwald se liberta, Newt Scamander é chamado em Hogwarts pelo professor Albus Dumbledore mais uma vez. Enfrentando perigos inesperados, Newt precisa encontrar uma maneira de impedir Grindelwald de seguir com seu plano que ameaça dividir todo o mundo",https://image.tmdb.org/t/p/w500/qXm5c31iPjGfgs3qP1d7zaKJtpa.jpg,https://www.youtube.com/watch?v=hBRPexjD8sE
Corações de Ferro,David Ayer,2014,en,"Durante o final da Segunda Guerra Mundial, um grupo de cinco soldados americanos é encarregado de atacar os nazistas dentro da própria Alemanha. Apesar de estarem em quantidade inferior e terem poucas armas, eles são liderados pelo enfurecido Wardaddy, sargento que pretende levá-los à vitória, enqua",https://image.tmdb.org/t/p/w500/p1ZsfMIfRs7cw2ebx17z1oo9YS7.jpg,https://www.youtube.com/watch?v=OoKSKzqpPy4
Viva: A Vida é uma Festa,Lee Unkrich,2017,en,"Apesar da desconcertante proibição da música imposta pela sua família há várias gerações, Miguel sonha em tornar-se um músico de sucesso como o seu ídolo, Ernesto de la Cruz. Desesperado para provar o seu talento, Miguel encontra-se na deslumbrante e colorida Terra dos Mortos, seguindo uma misterios",https://image.tmdb.org/t/p/w500/sdl31AfqivY0tryVfo9GMcAUx05.jpg,https://www.youtube.com/watch?v=K3cL-o73GPU
Blade Runner 2049,Denis Villeneuve,2017,en,"Trinta anos após os acontecimentos do primeiro filme, um novo blade runner, o oficial K da polícia de Los Angeles, desenterra um segredo há muito enterrado que tem o potencial de mergulhar o que resta da sociedade no caos. A descoberta de K o leva a uma busca para encontrar Rick Deckard, um ex-blade",https://image.tmdb.org/t/p/w500/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg,https://www.youtube.com/watch?v=oKQy6ClO8LM
Cinquenta Tons de Cinza,Sam Taylor-Johnson,2015,en,"Anastasia Steele (Dakota Johnson) é uma estudante de literatura de 21 anos, recatada e virgem. Uma dia ela deve entrevistar para o jornal da faculdade o poderoso magnata Christian Grey (Jamie Dornan). Nasce uma complexa relação entre ambos: com a descoberta amorosa e sexual, Anastasia conhece os pra",https://image.tmdb.org/t/p/w500/bijj3VQoYLAZKjuX3T8lgpM7hch.jpg,https://www.youtube.com/watch?v=DEwIt4amgq4
As Panteras,Elizabeth Banks,2019,en,"Elena, uma cientista brilhante, inventa Calisto, fonte de energia sustentável revolucionária. Quando sua criação acaba nas mão erradas, ela pede a ajuda das Panteras para evitar que o projeto seja usado como arma de destruição em massa.",https://image.tmdb.org/t/p/w500/9jdMSIPbwK0wgjuOQz0AvkYQ4M3.jpg,https://www.youtube.com/watch?v=kRhgc7uWItM
Han Solo: Uma História Star Wars,Ron Howard,2018,en,"Embarque na Millennium Falcon e viaje para uma galáxia distante em uma nova aventura com o mais amado canalha da galáxia. Através de uma série de ousadas aventuras no obscuro e perigoso submundo do crime, Han Solo encontra seu poderoso futuro copiloto Chewbacca e encontra o famoso jogador Lando Calr",https://image.tmdb.org/t/p/w500/jAMEX0syUh6sbjBiysibzrFpbo.jpg,https://www.youtube.com/watch?v=EQpr5HXTvmg
Garota Exemplar,David Fincher,2014,en,"Amy Dunne desaparece no dia do seu aniversário de casamento, deixando o marido Nick em apuros. Ele começa a agir descontroladamente, abusando das mentiras, e se torna o suspeito número um da polícia. Com o apoio da sua irmã gêmea, Margo, Nick tenta provar a sua inocência e, ao mesmo tempo, procura d",https://image.tmdb.org/t/p/w500/9i1ks2UQulcYvbuR1piGGxrlXlP.jpg,https://www.youtube.com/watch?v=8qrbA8WjJJo
Zootopia: Essa Cidade é o Bicho,Byron Howard,2016,en,"Judy Hopps é a pequena coelha de uma fazenda isolada, filha de agricultores que plantam cenouras há décadas. Mas ela tem sonhos maiores: pretende se mudar para a cidade grande, Zootopia, onde todas as espécies de animais convivem em harmonia, na intenção de se tornar a primeira coelha policial. Judy",https://image.tmdb.org/t/p/w500/jyjBSQ7lCS2XolhbLeAH5HhXahY.jpg,https://www.youtube.com/watch?v=YP0oj22UQvI
Coringa,Todd Phillips,2019,en,"Isolado, intimidado e desconsiderado pela sociedade, o fracassado comediante Arthur Fleck inicia seu caminho como uma mente criminosa após assassinar três homens em pleno metrô. Sua ação inicia um movimento popular contra a elite de Gotham City, da qual Thomas Wayne é seu maior representante.",https://image.tmdb.org/t/p/w500/58EODRfd6zzy2hQ3orwI1UFMomG.jpg,https://www.youtube.com/watch?v=jfVTJm9NilA
Operação Big Hero,Chris Williams,2014,en,"Hiro é um rapaz inteligente que vive em São Fransokyo. Quando o seu irmão mais velho, Tadashi, o leva aos laboratórios do Instituto de Tecnologia, Hiro tem apenas uma ideia em mente: estudar lá. Por isso, concebe um projeto revolucionário que lhe dará um lugar entre os génios. Mas nessa noite deflag",https://image.tmdb.org/t/p/w500/zGuS48PShYgLwBpoRBCgzJC20uN.jpg,https://www.youtube.com/watch?v=gcrh4zzYytY
Vida,Daniel Espinosa,2017,en,Um time de cientistas a bordo da Estação Espacial Internacional cuja missão de descoberta se transforma em medo puro quando eles encontram uma forma de vida em desenvolvimento que causou a extinção da vida em Marte e agora ameaça a tripulação e a vida na Terra.,https://image.tmdb.org/t/p/w500/tke5fs8XcctzRUPtJeywbtpD26f.jpg,https://www.youtube.com/watch?v=bCPfDwxmJ78
A Freira,Corin Hardy,2018,en,"Presa em um convento na Romênia, uma freira comete suicídio. Para investigar o caso, o Vaticano envia um padre assombrado e uma noviça prestes a se tornar freira. Arriscando suas vidas, a fé e até suas almas, os dois descobrem um segredo profano e se confrontam com uma força do mal que toma a forma ",https://image.tmdb.org/t/p/w500/28vxo5DvV0nHWTbYQL8gN3hmuli.jpg,https://www.youtube.com/watch?v=4V44ew-laC4
O Protetor,Antoine Fuqua,2014,en,"O ex-agente secreto Robert McCall acredita que seu passado ficou para trás e tenta viver uma nova vida. Porém, quando ele conhece Teri, uma jovem que está em poder de uma quadrilha russa, ele simplesmente não consegue ignorá-la. Munido de suas extraordinárias habilidades, ele ressurge como um verdad",https://image.tmdb.org/t/p/w500/7eaAvVnD8eAlFJrPzdxBwJKD8se.jpg,https://www.youtube.com/watch?v=SLhhP7iknf8
Doutor Estranho,Scott Derrickson,2016,en,"Após sua carreira ser destruída, um brilhante, porém arrogante, cirurgião ganha uma nova chance em sua vida quando um feiticeiro o treina para se tornar o Mago Supremo.",https://image.tmdb.org/t/p/w500/oW4odCdgmYHgKt6AVOqUasrMVjC.jpg,https://www.youtube.com/watch?v=DavLd8Nj2TQ
Homem-Aranha: No Aranhaverso,Bob Persichetti,2018,en,"Miles Morales é um jovem negro do Brooklyn que se tornou o Homem-Aranha inspirado no legado de Peter Parker, já falecido. Entretanto, ao visitar o túmulo de seu ídolo em uma noite chuvosa, ele é surpreendido com a presença do próprio Peter, vestindo o traje do herói aracnídeo sob um sobretudo. A sur",https://image.tmdb.org/t/p/w500/sizv4fncWiCe8i5jWCA8xfqtCB9.jpg,https://www.youtube.com/watch?v=SS6ABPkfmBE
Covil de Ladrões,Christian Gudegast,2018,en,"Em Los Angeles, uma saga de crimes coloca em intersecção a vida de dois grupos: a unidade de elite do departamento de polícia local e a equipe de assaltantes de banco mais bem sucedida do estado. Os criminosos planejam um roubo que aparentemente é impossível, num banco localizado no centro da cidade",https://image.tmdb.org/t/p/w500/8SNJ1Y0j6ARfwl1h9ek1XixXz0G.jpg,https://www.youtube.com/watch?v=xs9bRjSRN34
Star Wars: O Despertar da Força,J.J. Abrams,2015,en,"A queda de Darth Vader e do Império levou ao surgimento de uma nova força sombria: a Primeira Ordem. Eles procuram o jedi Luke Skywalker, desaparecido. A resistência tenta desesperadamente encontrá-lo antes para salvar a galáxia.",https://image.tmdb.org/t/p/w500/lqMDbo4rXnakFgc4C6LzPv6pG7F.jpg,https://www.youtube.com/watch?v=DM_DSnkHza4
Divertida Mente,Pete Docter,2015,en,"Quando Riley, de 11 anos, se muda para uma nova cidade, suas Emoções - Alegria, Medo, Raiva, Nojinho e Tristeza trabalham juntas para ajudá-la na transição. Porém, uma série de eventos faz com que Alegria e Tristeza se envolvam em uma perigosa aventura que virará o mundo de Riley de cabeça para baix",https://image.tmdb.org/t/p/w500/4Kg34KTlnoHvjLzD7ji2jUSouvD.jpg,https://www.youtube.com/watch?v=LSpeM7G4zfY
Karatê Kid,Harald Zwart,2010,en,"Dre Parker se mudou com a mãe para Pequim, devido ao trabalho dela. Logo ao chegar, ele se interessa por Meiying, uma garota que conhece praticando violino em uma praça. A aproximação deles provoca a irritação de Cheng, que lhe dá uma surra usando a técnica do kung fu. A partir de então a vida de Dr",https://image.tmdb.org/t/p/w500/AbBlpGNj69gWQNKO0qg6QGDnbaW.jpg,https://www.youtube.com/watch?v=XZuLAJ-8OXs
Harry Potter e as Relíquias da Morte - Parte 2,David Yates,2011,en,"No final épico, a batalha entre as forças do bem e do mal no mundo da bruxaria toma proporções de uma guerra mundial. As apostas nunca foram tão altas e ninguém está a salvo. Mas é harry que pode ser convocado para fazer um derradeiro sacrifício, à medida que ele se aproxima cada vez mais do confron",https://image.tmdb.org/t/p/w500/yD3VosOVW8WxPUzBDpEdzfv5pGx.jpg,https://www.youtube.com/watch?v=E79fa8bLfPA
Missão: Impossível - Protocolo Fantasma,Brad Bird,2011,en,"Ethan Hunt e sua equipe correm contra o tempo para localizar um perigoso terrorista chamado Hendricks, que obteve acesso aos códigos de lançamento nuclear russo e está planejando um ataque aos Estados Unidos. Uma tentativa de detê-lo termina em uma explosão que causa grande destruição no Kremlin e o",https://image.tmdb.org/t/p/w500/19vTKySZasegBjQFfdawcY0HBPc.jpg,https://www.youtube.com/watch?v=0bICaZn6t48
Frozen: Uma Aventura Congelante,Jennifer Lee,2013,en,"A destemida e otimista Anna sai em uma jornada épica, ao lado de Kristoff e sua leal rena Sven, para encontrar sua irmã Elsa, cujos poderes congelantes aprisionaram o reino de Arendelle em um inverno eterno. Encontrando condições de Everest, trolls místicos e um hilário boneco de neve chamado Olaf, ",https://image.tmdb.org/t/p/w500/fh8yowTUdhF2EIYDSo0UgpJuatI.jpg,https://www.youtube.com/watch?v=EBEbqLvrf7w
Enrolados,Nathan Greno,2010,en,"O bandido mais procurado do reino, Flynn Rider, se esconde em uma torre e imediatamente se torna prisioneiro de Rapunzel, residente de longa data do local. Dona de cabelos dourados mágicos com 21 metros de comprimento, ela está trancada há anos e quer, desesperadamente, a liberdade. A adolescente de",https://image.tmdb.org/t/p/w500/9xZ121KTPABOR1IyCdYY8IQVkD1.jpg,https://www.youtube.com/watch?v=Nj-Y37_Av2E
Intocáveis,Olivier Nakache,2011,fr,"Quando um ex-presidiário é contratado para cuidar de um aristocrata francês, seu novo trabalho se torna uma aventura imprevisível. Acelerar uma Maserati em Paris, seduzir mulheres, e fazer parapente sobre os Alpes é apenas o começo, pois ele vira o mundo da classe alta de Paris de cabeça para baixo.",https://image.tmdb.org/t/p/w500/2tAzFC2xUAXEx96l5Xixb6WLAyO.jpg,https://www.youtube.com/watch?v=-Fb8h4gChlU
Gente Grande,Dennis Dugan,2010,en,"A morte do treinador de basquete da infância de velhos amigos os reúne no mesmo lugar que celebraram um campeonato anos atrás. Os amigos, acompanhados de suas esposas e filhos, descobrem que idade não significa o mesmo que maturidade.",https://image.tmdb.org/t/p/w500/l4BRuWxXBhfpWeKrSEH4B3wdtvP.jpg,https://www.youtube.com/watch?v=HKVve_VSz58
Expresso do Amanhã,Bong Joon-Ho,2013,ko,"Em um mundo pós-apocalíptico, uma nova onda de gelo causada por um experimento sem sucesso quase exterminou a vida na Terra. Os sobreviventes vivem em um trem máquina chamado Snowpiercer que separa os passageiros por classes sociais, mas nem todos estão satisfeitos com essa divisão.",https://image.tmdb.org/t/p/w500/hxtMH6qmnUgY9TQQZCWFS8Q1m0X.jpg,https://www.youtube.com/watch?v=WDcCZLILCm4
Cinquenta Tons de Liberdade,James Foley,2018,en,"Superados os principais problemas, Anastasia e Christian agora têm amor, intimidade, dinheiro, sexo, relacionamento estável e um promissor futuro. A vida, no entanto, ainda reserva surpresas para os dois e fantasmas do passado como Jack Hyde e Elena Lincoln voltam a impedir a paz do casal.",https://image.tmdb.org/t/p/w500/6dS7dlVzMq5vft6IfVCUkZcWBqv.jpg,https://www.youtube.com/watch?v=yVYqTnXuRPw
Harry Potter e as Relíquias da Morte - Parte 1,David Yates,2010,en,"Harry, Ron e Hermione estão determinados em sua missão de descobrir e acabar com o segredo da imortalidade e do poder de destruição de Voldemort – os Horcruxes. Fugitivos e sozinhos, os três amigos devem apenas contar uns com os outros, agora mas do que nunca... Mas as Forças das Trevas no caminho a",https://image.tmdb.org/t/p/w500/cx33TCxiNGcqIPjARGE7qkTxwMq.jpg,https://www.youtube.com/watch?v=-_GftUTRWHM
Whiplash: Em Busca da Perfeição,Damien Chazelle,2014,en,"Andrew sonha em ser o melhor baterista de sua geração. Ele chama a atenção do impiedoso mestre do jazz Terence Fletcher, que ultrapassa os limites e transforma seu sonho em uma obsessão, colocando em risco a saúde física e mental do jovem músico.",https://image.tmdb.org/t/p/w500/dtnzzmGOy2Ni89Ir4I1FTO40FJQ.jpg,https://www.youtube.com/watch?v=iTgk3WbTErk
Tempestade: Planeta em Fúria,Dean Devlin,2017,en,"E se, após mais de uma década de desastres naturais devastadores, nós descobríssemos uma forma de controlar a mãe natureza e a destruição que ela carrega? Quando uma mudança catastrófica do clima ameaça a sobrevivência da terra, os governos mundiais se unem e criam o Projeto Dutch Boy: uma rede glob",https://image.tmdb.org/t/p/w500/eHg6a64rTJHBZ0N0vEu17HGOsnJ.jpg,https://www.youtube.com/watch?v=lNAC9wVUaqY
Star Wars: Episódio VIII - Os Últimos Jedi,Rian Johnson,2017,en,"A tranquila e solitária vida de Luke Skywalker sofre uma reviravolta quando ele conhece Rey, uma jovem que mostra fortes sinais da Força. O desejo dela de aprender o estilo dos Jedi força Luke a tomar uma decisão que mudará sua vida para sempre. Enquanto isso, Kylo Ren e o General Hux lideram a Prim",https://image.tmdb.org/t/p/w500/5dGufuaIG5vNcxPm8QPij5MSPeQ.jpg,https://www.youtube.com/watch?v=7Ieigpxyrgo
Bright,David Ayer,2017,en,"Em um mundo habitado por diferentes espécies, um policial humano e seu parceiro orc encontram um artefato que os coloca no centro de uma profética guerra por território.",https://image.tmdb.org/t/p/w500/wfWmA2k03GDWQmrcjusUcqBiYWT.jpg,https://www.youtube.com/watch?v=vLgbXsPjXJE
Jogador N° 1,Steven Spielberg,2018,en,"Num futuro distópico, situado em 2044, Wade Watts, como o resto da humanidade, prefere a realidade virtual do jogo OASIS ao mundo real. No jogo, seus usuários devem descobrir a chave de um quebra-cabeça diabólico, baseado na cultura do final do século XX, para conquistar um prêmio de valor inestimáv",https://image.tmdb.org/t/p/w500/6rS5kiTCjej8FQFwZdqB3zuyEK8.jpg,https://www.youtube.com/watch?v=q_1OJNcTld0
Como Treinar o seu Dragão 2,Dean DeBlois,2014,en,"Cinco anos após convencer os habitantes de seu vilarejo que os dragões não devem ser combatidos, Soluço convive com seu dragão Fúria da Noite, e estes animais integraram pacificamente a rotina dos moradores da ilha de Berk. Entre viagens pelos céus e corridas de dragões, Soluço descobre uma caverna ",https://image.tmdb.org/t/p/w500/yqRLscDZE52mAkNhVTKtVVpC5QC.jpg,https://www.youtube.com/watch?v=VUoCQFNoRMc
Missão: Impossível - Nação Secreta,Christopher McQuarrie,2015,en,"O agente do IMF Ethan Hunt e sua equipe enfrentam uma das missões mais difíceis: erradicar o Sindicato, uma organização secreta internacional de assassinos profissionais que está determinada a destruir o IMF.",https://image.tmdb.org/t/p/w500/fxL6ktSUDejDq9Ni6UsoY73DC2I.jpg,https://www.youtube.com/watch?v=KnYzapTJN70
Linha de Frente,Gary Fleder,2013,en,"Phil Broker é um ex-agente do Departamento de Combate a Narcóticos, nos Estados Unidos. Tentando escapar de seu passado, ele se muda para uma tranquila cidade do interior. Com o tempo, percebe que a comunidade não é tão pacata assim e terá que enfrentar um grupo de traficantes liderados por Gator.",https://image.tmdb.org/t/p/w500/3o0rqlEtF04y4atsc9VaH7DDvCq.jpg,https://www.youtube.com/watch?v=OD_PYFUIy4U
O Hobbit: A Batalha dos Cinco Exércitos,Peter Jackson,2014,en,"O dragão Smaug lança sua fúria ardente contra a Cidade do Lago que fica próxima da montanha de Erebor. Bard consegue derrotá-lo, mas, rapidamente, sem a ameaça do dragão, inicia-se uma batalha pelo controle de Erebor e sua riqueza. Os anões, liderados por Thorin, adentram a montanha e estão disposto",https://image.tmdb.org/t/p/w500/wRKwrfQ7p0ttrb09G3mcOSyN1pk.jpg,https://www.youtube.com/watch?v=VKkFW5TTB6g
Venom,Ruben Fleischer,2018,en,"O jornalista Eddie Brock desenvolve força e poder sobre-humanos quando seu corpo se funde com o alienígena Venom. Dominado pela raiva, Venom tenta controlar as novas e perigosas habilidades de Eddie.",https://image.tmdb.org/t/p/w500/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,https://www.youtube.com/watch?v=NPsB0txsa7U
Capitão América: Guerra Civil,Joe Russo,2016,en,"Depois do ataque de Ultron, os políticos decidem controlar os Vingadores, já que suas ações afetam toda a humanidade. A decisão coloca o Capitão América em rota de colisão com o Homem de Ferro.",https://image.tmdb.org/t/p/w500/3bN7YZnf0mWpYwcektizfNlrCwC.jpg,https://www.youtube.com/watch?v=FRLYZn5PGuA
Como Eu Era Antes de Você,Thea Sharrock,2016,en,"Will é um garoto rico e bem-sucedido, até sofrer um grave acidente que o deixa preso a uma cadeira de rodas. Ele está profundamente depressivo e contrata uma garota do campo para cuidar dele. Ela sempre levou uma vida modesta, com dificuldades financeiras e problemas no trabalho, mas está disposta a",https://image.tmdb.org/t/p/w500/1a60KPNTC4JKYphNQveAB37Lyif.jpg,https://www.youtube.com/watch?v=jeU4DK_Bp84
Creed II,Steven Caple Jr.,2018,en,"Adonis Creed saiu mais forte do que nunca de sua luta contra 'Pretty' Ricky Conlan e segue sua trajetória rumo ao campeonato mundial de boxe, contra toda a desconfiança que acompanha a sombra de seu pai e com o apoio de Rocky. Sua próxima luta não será tão simples: Ele precisa enfrentar um adversári",https://image.tmdb.org/t/p/w500/4eVe0XEmkxNPNzLWNw7D7f0Q6pt.jpg,https://www.youtube.com/watch?v=HKXoW8FISj4
Mad Max: Estrada da Fúria,George Miller,2015,en,"Em um mundo apocalíptico, Max Rockatansky acredita que a melhor forma de sobreviver é não depender de ninguém. Porém, após ser capturado pelo tirano Immortan Joe e seus rebeldes, Max se vê no meio de uma guerra mortal, iniciada pela imperatriz Furiosa que tenta salvar um grupo de garotas. Também ten",https://image.tmdb.org/t/p/w500/mtgqrSlT47VsmeMVanLTny7BknB.jpg,https://www.youtube.com/watch?v=CYiq9yfFGBg
Pantera Negra,Ryan Coogler,2018,en,"O príncipe T'Challa retorna a Wakanda para ser coroado rei. Assumindo o manto de Pantera Negra, ele vai à caça de um vilão que roubou um precioso metal de seu país.",https://image.tmdb.org/t/p/w500/ubXNpxL2ASSzY0f8Hxv08pOsV2L.jpg,https://www.youtube.com/watch?v=WGGBiHhvUrE
O Rei Leão,Jon Favreau,2019,en,"Simba é um jovem leão cujo destino é se tornar o rei da selva. Entretanto, uma armadilha elaborada por seu tio Scar faz com que Mufasa, o atual rei, morra ao tentar salvar o filhote. Consumido pela culpa, Simba deixa o reino rumo a um local distante, onde encontra amigos que o ensinam a mais uma vez",https://image.tmdb.org/t/p/w500/wrHr8eEJYDAA7WYybyH162s4oZ4.jpg,https://www.youtube.com/watch?v=cQ7LgxMCzCg
Homem-Aranha: De Volta ao Lar,Jon Watts,2017,en,"Depois de atuar ao lado dos Vingadores, chegou a hora do pequeno Peter Parker voltar para casa e para a sua vida, já não mais tão normal. Lutando diariamente contra pequenos crimes nas redondezas, ele pensa ter encontrado a missão de sua vida quando o terrível vilão Abutre surge amedrontando a cidad",https://image.tmdb.org/t/p/w500/eHbPgd18AI4zsXED58OK2X8acNX.jpg,https://www.youtube.com/watch?v=JCWygHwOGRo
Vingadores: Era de Ultron,Joss Whedon,2015,en,"Ao tentar proteger o planeta de ameaças, Tony Stark constrói um sistema de inteligência artificial que cuidaria da paz mundial. O projeto acaba dando errado e gera o nascimento do Ultron. Com o destino da Terra em jogo, os Vingadores terão que se unir para mais uma vez salvar a raça humana da extinç",https://image.tmdb.org/t/p/w500/am8Kl0OOKSQei6XX2DBFhdegcXI.jpg,https://www.youtube.com/watch?v=I4lgl7ImHSg
Annabelle,John R. Leonetti,2014,en,"Um casal se prepara para a chegada de sua primeira filha e compra para ela uma boneca. Quando sua casa é invadida por membros de uma seita, o casal é violentamente atacado e a boneca, Annabelle, se torna recipiente de uma entidade do mal.",https://image.tmdb.org/t/p/w500/jnvQCi7cO3f5oAceTrodDjVvQmB.jpg,https://www.youtube.com/watch?v=kHl6aU30pIo
O Hobbit: Uma Jornada Inesperada,Peter Jackson,2012,en,"Como a maioria dos hobbits, Bilbo Bolseiro leva uma vida tranquila até o dia em que recebe uma missão do mago Gandalf. Acompanhado por um grupo de anões, ele parte numa jornada até a Montanha Solitária para libertar o Reino de Erebor do dragão Smaug.",https://image.tmdb.org/t/p/w500/ghSOjNRLpXjp9PB22CnGRuZgXJW.jpg,https://www.youtube.com/watch?v=xxd5a8hRWls
Cinderela,Kenneth Branagh,2015,en,"Após a trágica e inesperada morte do seu pai, Ella (Lily James) fica à mercê da sua terrível madrasta, Lady Tremaine (Cate Blanchett), e suas filhas Anastasia e Drisella. A jovem ganha o apelido de Cinderela e é obrigada a trabalhar como empregada na sua própria casa, mas continua otimista com a vid",https://image.tmdb.org/t/p/w500/4DsfRsCxrhkHQHGLeY9m8oi9q46.jpg,https://www.youtube.com/watch?v=U7P4HutYb_M
Piratas do Caribe: Navegando em Águas Misteriosas,Rob Marshall,2011,en,"O passado do capitão Jack Sparrow volta a alcançá-lo quando ele cruza com Angelica, uma bonita pirata que Jack, um dia, amou e depois abandonou. Ela, então, o força a acompanhá-la ao navio Vingança da Rainha Ana, do famoso Barba Negra. Junto com uma tripulação de zumbis, o trio parte em busca da len",https://image.tmdb.org/t/p/w500/mQuyx1qXOc6ftTctYVG3gcvWrEH.jpg,https://www.youtube.com/watch?v=jyKdKEzlGyo
Guerra Mundial Z,Marc Forster,2013,en,"Um vírus letal se espalha rapidamente e transforma seres humanos em zumbis. O ex-agente da ONU Gerry Lane é chamado para investigar a epidemia que está acabando com a humanidade, iniciando uma verdadeira corrida contra o tempo.",https://image.tmdb.org/t/p/w500/lIWHCSFdkerKbxAVoZyOtr5LpWy.jpg,https://www.youtube.com/watch?v=pGRvZfRY0_M
Jumanji: Bem-Vindo à Selva,Jake Kasdan,2017,en,"Quatro adolescentes que estão de castigo depois das aulas encontram um console de videogame antigo com um jogo que nunca tinham ouvido falar. Quando decidem jogar, são imediatamente sugados para dentro de uma selva, para o mundo de Jumanji, onde assumem os corpos dos seus avatares. Eles têm que ir a",https://image.tmdb.org/t/p/w500/uT1pHr90KqQGMucv7YgyPdxhMiC.jpg,https://www.youtube.com/watch?v=PeByF9aBq_Y
