id,Title,Director,Vote_Average,Genre,Year,Original_Language,Overview,Poster_Url,Trailer,Price
48,O Nome da Rosa,Jean-Jacques Annaud,7.496,Drama,1986,Inglês,"Em 1327, William de Baskerville, um monge franciscano, e Adso von Melk, um noviço que o acompanha, chegam a um remoto mosteiro no norte da Itália. William de Baskerville pretende participar de um conclave para decidir se a Igreja deve doar parte de suas riquezas, mas a atenção é desviada por vários assassinatos que acontecem no mosteiro. William de Baskerville começa a investigar o caso, que se mostra bastante intrincando, além dos mais religiosos acreditarem que é obra do Demônio. William de Baskerville não partilha desta opinião, mas antes que ele conclua as investigações Bernardo Gui (F. Murray Abraham), o Grão-Inquisidor, chega no local e está pronto para torturar qualquer suspeito de heresia que tenha cometido assassinatos em nome do Diabo. Considerando que ele não gosta de Baskerville, ele é inclinado a colocá-lo no topo da lista dos que são diabolicamente influenciados.",https://image.tmdb.org/t/p/w500/8o6U4vBbAop4344tMnzdu8pN7Qy.jpg,https://www.youtube.com/watch?v=zeB8fWh4X-s,20
49,Harry & Sally: Feitos um para o Outro,Rob Reiner,7.404,Comédia,1989,Inglês,"Harry e Sally vão morar em Nova York, se veem esporadicamente e constroem uma grande amizade ao longo dos anos. Mas, aos poucos, percebem com certo temor que estão apaixonados um pelo outro.",https://image.tmdb.org/t/p/w500/BTW9p26mVqckpq3f9kYxB4RELp.jpg,https://www.youtube.com/watch?v=rNQaL5iFi08,15
50,A Volta dos Mortos Vivos,Dan O'Bannon,7.2,Terror,1985,Inglês,"Dois empregados de um armazém de medicamentos encontram no subsolo do estabelecimento barris do exército, lacrados e acidentalmente liberam um gás mortal no ar. Esse gás acaba re-animando os Mortos de um cemitério próximo, que vão querer apenas uma coisa dos vivos: seus miolos.",https://image.tmdb.org/t/p/w500/6DGsNitU2bO1n94GNwEeGX4PLMG.jpg,https://www.youtube.com/watch?v=zG1zUPCRTHI,18
51,A Cor Púrpura,Steven Spielberg,7.756,Drama,1985,Inglês,"Em 1906, em uma pequena cidade da Georgia, sul dos Estados Unidos, a quase adolescente Celie, violentada pelo próprio pai, torna-se mãe de duas crianças. Separada dos filhos, Celie, é doada à Mister, que a trata como companheira e escrava ao mesmo tempo. Cada vez mais calada e solitária, Celie passa a compartilhar sua tristeza em carta.",https://image.tmdb.org/t/p/w500/xMiXnyVOIM8ZXr1DlnsKKcwHuil.jpg,https://www.youtube.com/watch?v=RsGG6YhEh2s,17
52,Vampire Hunter D,芦田豊雄,6.6,Animação,1985,Japonês,"10.000 anos no futuro, o mundo se tornou um lugar muito diferente; os monstros vagam livremente pela terra e as pessoas, embora equipadas com armas de alta tecnologia e cavalos cibernéticos, vivem uma vida humilde mais adequada aos séculos passados. A história se concentra em uma pequena aldeia atormentada por ataques de monstros e vivendo sob a sombra do governo do conde Magnus Lee, um poderoso lorde vampiro que governou a terra por milhares de anos. Quando uma jovem é mordida pelo Conde e escolhida como seu brinquedo, ela procura a ajuda de um silencioso e estranho nômade, D. Acontece que D é um dos melhores caçadores de vampiros do mundo e ele decide exterminar os muitos lacaios de Magnus Lee e pôr fim ao domínio do Conde.",https://image.tmdb.org/t/p/w500/dI8KnEKNCySmS8ZCKxBwsNAYAky.jpg,https://www.youtube.com/watch?v=mYWpTOBl3Ic,13
53,Meus Vizinhos São um Terror,Joe Dante,6.8,Comédia,1989,Inglês,"Quando os Klopek, uma inusitada família se muda para a casa ao lado da de Ray Peterson (Tom Hanks) várias situações estranhas começam a surgir e moradores a desaparecer. Restará a Ray e ao resto da população local, descobrir quem são essas pessoas e seus envolvimentos nos atuais acontecimentos.",https://image.tmdb.org/t/p/w500/8zcC3YIyajlm2A4sYp4WHNiI1An.jpg,https://www.youtube.com/watch?v=3CB6iu7ZO7I,14
54,Leviathan,George P. Cosmatos,5.956,Aventura,1989,Inglês,"Uma colônia americana de mineração de profundidade encontra um navio soviético naufragado, que abriga um horrível segredo.",https://image.tmdb.org/t/p/w500/sJNcoyKsqYGEFCCNsYsccikGePV.jpg,https://www.youtube.com/watch?v=LuTKG-PYfDw,18
55,"Adeus, Meninos",Louis Malle,7.504,Drama,1987,Francês,"Uma história comovente de amizade e perda devastadora sobre dois meninos que vivem na França ocupada pelos nazistas. Em um internato católico provincial, os jovens precoces conhecem a verdadeira camaradagem – até que um segredo é revelado.",https://image.tmdb.org/t/p/w500/mSJkBBKNkWYjRn6nmkXlMIoNO7T.jpg,https://www.youtube.com/watch?v=rqLmQDoUPqI,20
56,Operação Kickbox,Robert Radler,6.439,Ação,1989,Inglês,Uma equipe dos Estados Unidos vai competir contra a Coréia em um torneio Tae Kwon Do. A equipe consiste de lutadores de todo o país - eles podem superar sua rivalidade e trabalhar juntos para vencer?,https://image.tmdb.org/t/p/w500/nwSYrDWuU7aqvz6x00yzerLaKiD.jpg,https://www.youtube.com/watch?v=1jtJEFF75DU,13
57,A Coisa,Larry Cohen,5.986,Terror,1985,Inglês,"Mineradores encontram uma substância gosmenta de cheiro e sabor muito atrativos. A substância é servida como sobremesa pelo mundo todo se torna um grande sucesso. Um espião industrial tenta roubar a fórmula doce, mas descobre algo assustador: o material do qual é feito hospeda um parasita que devora as entranhas de quem o come.",https://image.tmdb.org/t/p/w500/qZtKQ7AuxQ1FyAbwA7cTy7XNAka.jpg,https://www.youtube.com/watch?v=5uC_nDUQzLc,15
58,Orquídea Selvagem,Zalman King,5.243,Drama,1989,Inglês,"Para comprar um resort Claudia Dennis (Jacqueline Bisset) viaja para o Rio de Janeiro com Emily Reed (Carré Otis), uma jovem advogada recém-contratada que é vulnerável e inocente. Ao chegar Emily se envolve com um milionário, James Wheeler (Mickey Rourke), que tem um estilo de vida incomum.",https://image.tmdb.org/t/p/w500/6UfS8J9Ixn0BAv1aeuAFWom5YEk.jpg,https://www.youtube.com/watch?v=S9sgk8fS-g4,16
59,Allan Quatermain e a Cidade do Ouro Perdido,Gary Nelson,4.749,Aventura,1986,Inglês,"Após seu irmão Robeson (Martin Rabbett) desaparecer em meio a uma exploração na África, durante a busca pela lendária tribo branca, Allan Quatermain (Richard Chamberlain) decide seguir seus passos para encontrá-lo. No caminho ele chega à cidade do ouro perdido, controlada pelo lorde Agon (Henry Silva), que a mantém através de seus escravos brancos.",https://image.tmdb.org/t/p/w500/u21WQPaJXxFCSKKyI0CWdu21Idt.jpg,https://www.youtube.com/watch?v=PrmKamf8bJY,17
60,A Insustentável Leveza do Ser,Philip Kaufman,6.922,Drama,1988,Inglês,"Em meados dos anos 60, em Praga, Tomas conhece a inocente Tereza e os dois se apaixonam. Porém, o médico também mantém relações com Sabina, uma mulher refinada. Mas a vida deste triângulo amoroso será afetada pelos acontecimentos deste período.",https://image.tmdb.org/t/p/w500/vGdlSWcuvG7pUsHs3BOUpOcKPxA.jpg,https://www.youtube.com/watch?v=DI0W41NMVKQ,20
61,Minha Vida de Cachorro,Lasse Hallström,7.2,Drama,1985,Sueco,"Com o agravamento da tuberculose da mãe, menino é separado do irmão e enviado para aldeia do norte da Suécia. Banhado em um clima poético, é um dos melhores filmes sobre crianças que o cinema já fez.",https://image.tmdb.org/t/p/w500/3ZPz8BFDiv2uGWhiRVzGpS1Jsi7.jpg,https://www.youtube.com/watch?v=DUez1gaBQvc,15
62,A Maldição : Raízes do Terror,David Keith,5.091,Terror,1987,Inglês,"Nathan Hayes é um homem religioso que tenta segurar sua fazenda e manter sua família na linha. Um empreendedor imobiliário está tentando comprar a maior parte da propriedade agrícola na área, incluindo a fazenda da família Hayes, na esperança de que a Tennesse Valley Authority escolha a cidade para o local de uma nova represa e área de lazer. Na noite de uma tempestade terrível, um objeto brilhante não identificado cai na fazenda dos Hayes e com isso vem uma horrível maldição para a família Hayes e os membros da comunidade.",https://image.tmdb.org/t/p/w500/yl1aDhl5erZjODsZbv90zkZn748.jpg,https://www.youtube.com/watch?v=KjkJ5wC-rTg,20
63,Nada Em Comum,Garry Marshall,5.808,Drama,1986,Inglês,"David Basner (Tom Hanks) é um publicitário de sucesso que tem tudo: dinheiro, felicidade e mulheres que o querem. Porém, um dia tudo muda. O mundo de David se desmorona quando sua mãe (Eva Marie Saint) deixa seu pai (Jackie Gleason) e ele acaba no meio do conflito. Agora ele deve equilibrar sua vida entre sua mãe, que está feliz com a descoberta de sua nova independência, e seu pai, um vendedor recentemente demitido que é cabeça dura, teimoso e esconde muitas coisas de David. Enquanto David lida com a ruína de sua família, ele deve também lutar para manter o resto de sua vida intacto.",https://image.tmdb.org/t/p/w500/jEE9U8bBGv3bgF1ZkAd60EFP8uJ.jpg,https://www.youtube.com/watch?v=i6KGYhdd5zE,17
64,Veneno Para As Fadas,Carlos Enrique Taboada,7.614,Fantasia,1986,Espanhol,"As histórias de bruxaria que a cozinheira conta para a pequena Verônica lhe despertam a imaginação. A chegada de Flávia, uma nova colega de turma, faz com que Verônica se apresente à nova amiga como sendo ela mesma uma ""bruxa"". Diante da descrença de sua amiga, Verônica se aproveita de uma série de circunstâncias para a convencer de que ela tem feito bruxaria para causar as tais ""situações"". A inocência dessa brincadeira adquire uma ar macabro, quando Verônica insiste com Flávia para que ela a leve junto nas sua férias na fazenda da família, onde poderá preparar um veneno para as fadas. Aí é quando esta brincadeira se torna realmente perigosa.",https://image.tmdb.org/t/p/w500/5kYZzOWDpnWtR6Z3h3MY5kf268o.jpg,https://www.youtube.com/watch?v=a9S0PDHYCDI,12
65,O Túmulo dos Vagalumes,高畑勲,8.45,Animação,1988,Japonês,"O filme relata a história de dois irmãos, Seita e Setsuko, no período da Segunda Guerra Mundial no Japão. O pai deles é convocado para defender o país na guerra, pois faz parte da marinha japonesa e a mãe falece em um bombardeio de aviões norte-americanos. A partir daí, o filme mostra a luta pela sobrevivência das duas crianças em meio à pobreza e miséria que assola o país. Fome, doenças e a falta de generosidade e sensibilidade dos adultos faz deste percurso um dos filmes mais bonitos e comoventes sobre o trágico quadro gerado pela guerra.",https://image.tmdb.org/t/p/w500/kHFUyxNJfhMkKk1FwrNHd62KTEs.jpg,https://www.youtube.com/watch?v=NAKlDJmwq-g,15
66,Forrest Gump: O Contador de Histórias,Robert Zemeckis,8.468,Comédia,1994,Inglês,"Quarenta anos da história dos Estados Unidos, vistos pelos olhos de Forrest Gump, um rapaz com QI abaixo da média e com boas intenções. Por obra do acaso, ele consegue participar de momentos cruciais, como a Guerra do Vietnã e o Caso Watergate, mas continua pensando no seu amor de infância, Jenny Curran.",https://image.tmdb.org/t/p/w500/d74WpIsH8379TIL4wUxDneRCYv2.jpg,https://www.youtube.com/watch?v=vDY_uZAaU7g,15
67,O Rei Leão,Roger Allers,8.258,Família,1994,Inglês,"Mufasa, o Rei Leão, e a rainha Sarabi apresentam ao reino o herdeiro do trono, Simba. O recém-nascido recebe a bênção do sábio babuíno Rafiki, mas ao crescer é envolvido nas artimanhas de seu tio Scar, o invejoso e maquiavélico irmão de Mufasa, que planeja livrar-se do sobrinho e herdar o trono.",https://image.tmdb.org/t/p/w500/8aIvm8OaJISOpVTt7rMIh7X35G5.jpg,https://www.youtube.com/watch?v=rHiHRhbTv-Q,11
68,Pulp Fiction: Tempo de Violência,Quentin Tarantino,8.489,Thriller,1994,Inglês,"Vincent Vega e Jules Winnfield são dois assassinos profissionais que trabalham fazendo cobranças para Marsellus Wallace, um poderosos gângster. Vega é forçado a sair com a garota do chefe, temendo passar dos limites. Enquanto isso, o pugilista Butch Coolidge se mete em apuros por ganhar uma luta que deveria perder.",https://image.tmdb.org/t/p/w500/tptjnB2LDbuUWya9Cx5sQtv5hqb.jpg,https://www.youtube.com/watch?v=YBZp3tkua2Y,16
69,A Lista de Schindler,Steven Spielberg,8.565,Drama,1993,Inglês,"O alemão Oskar Schindler viu na mão de obra judia uma solução barata e viável para lucrar com negócios durante a guerra. Com sua forte influência dentro do partido nazista, foi fácil conseguir as autorizações e abrir uma fábrica. O que poderia parecer uma atitude de um homem não muito bondoso, transformou-se em um dos maiores casos de amor à vida da História, pois este alemão abdicou de toda sua fortuna para salvar a vida de mais de mil judeus em plena luta contra o extermínio alemão.",https://image.tmdb.org/t/p/w500/bGhhNzJYDsuLruNN5bJ2PvLcMiq.jpg,https://www.youtube.com/watch?v=RQfPCRUz6lw,12
70,A Bela e a Fera,Gary Trousdale,7.732,Romance,1991,Inglês,"Em uma pequena aldeia da França vive Belle, uma jovem inteligente que é considerada estranha pelo moradores da localidade, e seu pai, Maurice, um inventor que é visto como um louco. Ela é cortejada por Gaston, que quer casar com ela. Mas apesar de todas as jovens do lugarejo o acharem um homem bonito, Belle não o suporta, pois vê nele uma pessoa primitiva e convencida. Quando o pai de Belle vai para uma feira demonstrar sua nova invenção, ele acaba se perdendo na floresta e é atacado por lobos. Desesperado, Maurice procura abrigo em um castelo, mas acaba se tornando prisioneiro da Fera, o senhor do castelo, que na verdade é um príncipe que foi amaldiçoado por uma feiticeira quando negou abrigo a ela.",https://image.tmdb.org/t/p/w500/4Fu9voTUOBXuWaKrOIEyfgzgQ0i.jpg,https://www.youtube.com/watch?v=MZsYDpafGTY,10
71,O Poderoso Chefão: Parte III,Francis Ford Coppola,7.417,Crime,1990,Inglês,"Don Michael Corleone está envelhecendo e, com a ajuda do sobrinho Vicente Mancini, busca a legitimação dos interesses da família, em Nova York e na Itália, antes de sua morte. Mas seu protegido não está só interessado em parte do império da família. Ele também deseja a filha de Michael, Mary.",https://image.tmdb.org/t/p/w500/sLvNxyDfM9cHS3jwG0rEa7eR4lh.jpg,https://www.youtube.com/watch?v=3X7EMv27QDE,17
72,Edward Mãos de Tesoura,Tim Burton,7.7,Fantasia,1990,Inglês,"Peg Boggs é uma vendedora que acidentalmente descobre Edward, jovem que mora sozinho em um castelo no topo de uma montanha, criado por um inventor que morreu antes de dar mãos ao estranho ser, que possui apenas enormes lâminas no lugar delas. Isto o impede de poder se aproximar dos humanos, a não ser para criar revolucionários cortes de cabelos. No entanto, Edward é vítima da sua inocência e, se é amado por uns, é perseguido e usado por outros.",https://image.tmdb.org/t/p/w500/sJJv9F6s31pNE1aXUKsWtGspeE4.jpg,https://www.youtube.com/watch?v=4XKjYC-_GJM,15
73,Jurassic Park: O Parque dos Dinossauros,Steven Spielberg,7.953,Aventura,1993,Inglês,"Um parque construído por um milionário tem dinossauros diversos como habitantes, extintos a sessenta e cinco milhões de anos. Isto é possível por ter sido encontrado um inseto fossilizado, que tinha sugado sangue destes dinossauros, de onde pôde-se isolar o DNA, o código químico da vida e, a partir deste ponto, recriá-los em laboratório. Mas, o que parecia ser um sonho se torna um pesadelo, quando a experiência sai do controle de seus criadores.",https://image.tmdb.org/t/p/w500/mgjJ7FH4V3exsmoHwXrmsUhn0h1.jpg,https://www.youtube.com/watch?v=n7RP4ph-kHY,18
74,Ghost: Do Outro Lado da Vida,Jerry Zucker,7.2,Fantasia,1990,Inglês,"Sam Wheat é um jovem executivo apaixonado por sua namorada, Molly. Ele acaba morto em um assalto, mas seu espírito não vai para o outro plano e descobre que Molly também corre perigo. Para salvá-la, Sam pede ajuda a uma médium que consegue ouvi-lo.",https://image.tmdb.org/t/p/w500/nGSeOwr3XRP2M7bBjcOol8vi2jT.jpg,https://www.youtube.com/watch?v=Svorm23zipw,17
75,Ace Ventura: Um Detetive Diferente,Tom Shadyac,6.568,Comédia,1994,Inglês,"Ace Ventura é um detetive especializado em desvendar crimes envolvendo animais. Vive cercado de bichos, mas não tem muito trabalho. O desaparecimento de um golfinho, mascote da equipe de futebol americano Miami Dolphins, aparentemente sequestrado, torna-se seu primeiro grande caso. Atrapalhado como é, Ace conduz a investigação de uma maneira bem peculiar.",https://image.tmdb.org/t/p/w500/4YOIHjTJa89LEFmrP8eEmJT2ggp.jpg,https://www.youtube.com/watch?v=ZGlFA-miRLw,19
76,Dança com Lobos,Kevin Costner,7.842,Aventura,1990,Inglês,"Durante a Guerra Civil, um jovem soldado pratica uma ato ousado, é considerado herói e vai servir por sua escolha em um lugar com forte predominância do povo Sioux. Com o tempo, ele assimila os costumes dos nativos, acontecendo uma aculturação às avessas.",https://image.tmdb.org/t/p/w500/rhdrY0b7AftFnA6yaQXWLVHxDag.jpg,https://www.youtube.com/watch?v=8ZcT9OGsmFA,10
